"","YAG","region","SECTIONNAME","trained_in_region","number_of_providers","subject_name","living_in_region","earnings_median","difference","difference_prop"
"20540",10,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",15,5,"Media, journalism and communications",10,-10000,-5,-0.333333333333333
"20541",10,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,1,"Medicine and dentistry",0,-10000,0,NA
"20542",10,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,1,"Nursing and midwifery",0,-10000,0,NA
"20543",10,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",40,8,"Performing arts",25,25600,-15,-0.375
"20544",10,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",0,3,"Philosophy and religious studies",5,-10000,5,Inf
"20545",10,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",5,4,"Politics",0,-10000,-5,-1
"20546",10,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",10,7,"Psychology",10,-10000,0,0
"20547",10,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",5,4,"Sociology, social policy and anthropology",5,-10000,0,0
"20548",10,"West Midlands","ARTS, ENTERTAINMENT AND RECREATION",30,5,"Sport and exercise sciences",35,28800,5,0.166666666666667
"20549",10,"West Midlands","CONSTRUCTION",0,1,"Agriculture, food and related studies",0,-10000,0,NA
"20550",10,"West Midlands","CONSTRUCTION",0,1,"Allied health",0,-10000,0,NA
"20551",10,"West Midlands","CONSTRUCTION",50,4,"Architecture, building and planning",75,51500,25,0.5
"20552",10,"West Midlands","CONSTRUCTION",5,3,"Biosciences",5,-10000,0,0
"20553",10,"West Midlands","CONSTRUCTION",40,11,"Business and management",30,32500,-10,-0.25
"20554",10,"West Midlands","CONSTRUCTION",5,4,"Computing",10,-10000,5,1
"20555",10,"West Midlands","CONSTRUCTION",15,4,"Creative arts and design",20,28500,5,0.333333333333333
"20556",10,"West Midlands","CONSTRUCTION",10,4,"Economics",0,-10000,-10,-1
"20557",10,"West Midlands","CONSTRUCTION",5,4,"Education and teaching",5,-10000,0,0
"20558",10,"West Midlands","CONSTRUCTION",40,7,"Engineering",30,36100,-10,-0.25
"20559",10,"West Midlands","CONSTRUCTION",5,3,"English studies",5,-10000,0,0
"20560",10,"West Midlands","CONSTRUCTION",0,1,"General, applied and forensic sciences",0,-10000,0,NA
"20561",10,"West Midlands","CONSTRUCTION",10,2,"Geography, earth and environmental studies",10,39400,0,0
"20562",10,"West Midlands","CONSTRUCTION",0,1,"Health and social care",NA,NA,NA,NA
"20563",10,"West Midlands","CONSTRUCTION",0,3,"History and archaeology",5,-10000,5,Inf
"20564",10,"West Midlands","CONSTRUCTION",0,2,"Languages and area studies",NA,NA,NA,NA
"20565",10,"West Midlands","CONSTRUCTION",5,4,"Law",5,-10000,0,0
"20566",10,"West Midlands","CONSTRUCTION",5,2,"Materials and technology",0,-10000,-5,-1
"20567",10,"West Midlands","CONSTRUCTION",5,5,"Mathematical sciences",0,-10000,-5,-1
"20568",10,"West Midlands","CONSTRUCTION",5,4,"Media, journalism and communications",5,-10000,0,0
"20569",10,"West Midlands","CONSTRUCTION",0,1,"Medical sciences",0,-10000,0,NA
"20570",10,"West Midlands","CONSTRUCTION",0,2,"Nursing and midwifery",0,-10000,0,NA
"20571",10,"West Midlands","CONSTRUCTION",5,3,"Performing arts",5,-10000,0,0
"20572",10,"West Midlands","CONSTRUCTION",0,2,"Philosophy and religious studies",0,-10000,0,NA
"20573",10,"West Midlands","CONSTRUCTION",5,1,"Physics and astronomy",NA,NA,NA,NA
"20574",10,"West Midlands","CONSTRUCTION",0,1,"Politics",0,-10000,0,NA
"20575",10,"West Midlands","CONSTRUCTION",5,5,"Psychology",5,-10000,0,0
"20576",10,"West Midlands","CONSTRUCTION",5,5,"Sociology, social policy and anthropology",5,-10000,0,0
"20577",10,"West Midlands","CONSTRUCTION",5,2,"Sport and exercise sciences",5,-10000,0,0
"20578",10,"West Midlands","EDUCATION",20,5,"Agriculture, food and related studies",15,25900,-5,-0.25
"20579",10,"West Midlands","EDUCATION",70,9,"Allied health",60,25900,-10,-0.142857142857143
"20580",10,"West Midlands","EDUCATION",20,4,"Architecture, building and planning",25,29900,5,0.25
"20581",10,"West Midlands","EDUCATION",115,11,"Biosciences",110,28500,-5,-0.0434782608695652
"20582",10,"West Midlands","EDUCATION",225,12,"Business and management",230,27000,5,0.0222222222222222
"20583",10,"West Midlands","EDUCATION",30,5,"Chemistry",30,34300,0,0
"20584",10,"West Midlands","EDUCATION",105,10,"Computing",110,29200,5,0.0476190476190476
"20585",10,"West Midlands","EDUCATION",225,8,"Creative arts and design",260,24100,35,0.155555555555556
"20586",10,"West Midlands","EDUCATION",15,4,"Economics",15,36100,0,0
"20587",10,"West Midlands","EDUCATION",695,10,"Education and teaching",775,27700,80,0.115107913669065
"20588",10,"West Midlands","EDUCATION",60,7,"Engineering",55,32500,-5,-0.0833333333333333
"20589",10,"West Midlands","EDUCATION",210,9,"English studies",260,28500,50,0.238095238095238
"20590",10,"West Midlands","EDUCATION",30,5,"General, applied and forensic sciences",25,34300,-5,-0.166666666666667
"20591",10,"West Midlands","EDUCATION",115,8,"Geography, earth and environmental studies",120,28500,5,0.0434782608695652
"20592",10,"West Midlands","EDUCATION",185,8,"Health and social care",185,32800,0,0
"20593",10,"West Midlands","EDUCATION",205,9,"History and archaeology",190,30300,-15,-0.0731707317073171
"20594",10,"West Midlands","EDUCATION",95,7,"Languages and area studies",75,29200,-20,-0.210526315789474
"20595",10,"West Midlands","EDUCATION",115,7,"Law",115,28100,0,0
"20596",10,"West Midlands","EDUCATION",20,3,"Materials and technology",10,29400,-10,-0.5
"20597",10,"West Midlands","EDUCATION",75,8,"Mathematical sciences",55,33700,-20,-0.266666666666667
"20598",10,"West Midlands","EDUCATION",85,8,"Media, journalism and communications",90,25900,5,0.0588235294117647
"20599",10,"West Midlands","EDUCATION",0,2,"Medical sciences",10,-10000,10,Inf
"20600",10,"West Midlands","EDUCATION",10,3,"Medicine and dentistry",10,54400,0,0
"20601",10,"West Midlands","EDUCATION",20,4,"Nursing and midwifery",25,28700,5,0.25
"20602",10,"West Midlands","EDUCATION",190,10,"Performing arts",165,27000,-25,-0.131578947368421
"20603",10,"West Midlands","EDUCATION",0,1,"Pharmacology, toxicology and pharmacy",5,-10000,5,Inf
"20604",10,"West Midlands","EDUCATION",70,6,"Philosophy and religious studies",75,27700,5,0.0714285714285714
"20605",10,"West Midlands","EDUCATION",30,3,"Physics and astronomy",15,32800,-15,-0.5
"20606",10,"West Midlands","EDUCATION",55,7,"Politics",50,29200,-5,-0.0909090909090909
"20607",10,"West Midlands","EDUCATION",200,9,"Psychology",215,27400,15,0.075
"20608",10,"West Midlands","EDUCATION",160,9,"Sociology, social policy and anthropology",145,24100,-15,-0.09375
"20609",10,"West Midlands","EDUCATION",195,6,"Sport and exercise sciences",185,32800,-10,-0.0512820512820513
"20610",10,"West Midlands","EDUCATION",0,1,"Veterinary sciences",0,-10000,0,NA
"20611",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Agriculture, food and related studies",NA,NA,NA,NA
"20612",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,2,"Allied health",NA,NA,NA,NA
"20613",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Architecture, building and planning",0,-10000,0,NA
"20614",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,2,"Biosciences",0,-10000,0,NA
"20615",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",35,8,"Business and management",40,40500,5,0.142857142857143
"20616",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,5,"Computing",5,-10000,-5,-0.5
"20617",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,4,"Creative arts and design",5,-10000,0,0
"20618",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,3,"Economics",10,-10000,10,Inf
"20619",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",20,7,"Engineering",20,46700,0,0
"20620",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"English studies",0,-10000,0,NA
"20621",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,3,"Geography, earth and environmental studies",5,-10000,0,0
"20622",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,3,"History and archaeology",10,-10000,5,1
"20623",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,3,"Law",10,32800,0,0
"20624",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Materials and technology",0,-10000,0,NA
"20625",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,4,"Mathematical sciences",5,-10000,-5,-0.5
"20626",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,1,"Media, journalism and communications",0,-10000,-5,-1
"20627",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Physics and astronomy",5,-10000,5,Inf
"20628",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,2,"Psychology",5,-10000,5,Inf
"20629",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,4,"Sociology, social policy and anthropology",5,-10000,0,0
"20630",10,"West Midlands","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",0,1,"Sport and exercise sciences",0,-10000,0,NA
"20631",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",0,2,"Agriculture, food and related studies",0,-10000,0,NA
"20632",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",5,3,"Allied health",0,-10000,-5,-1
"20633",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",5,3,"Architecture, building and planning",10,-10000,5,1
"20634",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",15,5,"Biosciences",15,36900,0,0
"20635",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",245,12,"Business and management",195,33200,-50,-0.204081632653061
"20636",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",5,3,"Chemistry",5,-10000,0,0
"20637",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",0,1,"Combined and general studies",15,12800,15,Inf
"20638",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",65,10,"Computing",50,36100,-15,-0.230769230769231
"20639",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",35,6,"Creative arts and design",30,21500,-5,-0.142857142857143
"20640",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",70,6,"Economics",30,50000,-40,-0.571428571428571
"20641",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",15,8,"Education and teaching",10,16400,-5,-0.333333333333333
"20642",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",35,7,"Engineering",15,30300,-20,-0.571428571428571
"20643",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",15,8,"English studies",15,28100,0,0
"20644",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",5,4,"General, applied and forensic sciences",10,-10000,5,1
"20645",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",15,4,"Geography, earth and environmental studies",10,-10000,-5,-0.333333333333333
"20646",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",0,3,"Health and social care",0,-10000,0,NA
"20647",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",40,7,"History and archaeology",35,33900,-5,-0.125
"20648",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",20,4,"Languages and area studies",5,-10000,-15,-0.75
"20649",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",75,7,"Law",65,25900,-10,-0.133333333333333
"20650",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",15,3,"Materials and technology",5,-10000,-10,-0.666666666666667
"20651",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",80,6,"Mathematical sciences",35,51100,-45,-0.5625
"20652",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",25,7,"Media, journalism and communications",30,31000,5,0.2
"20653",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",5,3,"Nursing and midwifery",0,-10000,-5,-1
"20654",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",10,6,"Performing arts",15,27400,5,0.5
"20655",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",10,4,"Philosophy and religious studies",10,-10000,0,0
"20656",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",25,3,"Physics and astronomy",5,-10000,-20,-0.8
"20657",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",25,6,"Politics",10,30700,-15,-0.6
"20658",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",30,9,"Psychology",30,28100,0,0
"20659",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",35,8,"Sociology, social policy and anthropology",30,23000,-5,-0.142857142857143
"20660",10,"West Midlands","FINANCIAL AND INSURANCE ACTIVITIES",15,5,"Sport and exercise sciences",10,-10000,-5,-0.333333333333333
"20661",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,6,"Agriculture, food and related studies",5,-10000,0,0
"20662",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",450,9,"Allied health",315,27400,-135,-0.3
"20663",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,4,"Architecture, building and planning",10,-10000,0,0
"20664",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",145,12,"Biosciences",125,32500,-20,-0.137931034482759
"20665",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",110,13,"Business and management",110,26600,0,0
"20666",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,4,"Chemistry",10,-10000,0,0
"20667",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",40,9,"Computing",40,22600,0,0
"20668",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",75,7,"Creative arts and design",80,16800,5,0.0666666666666667
"20669",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,4,"Economics",10,-10000,0,0
"20670",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",85,9,"Education and teaching",90,15700,5,0.0588235294117647
"20671",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",20,6,"Engineering",15,25600,-5,-0.25
"20672",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",30,9,"English studies",40,21500,10,0.333333333333333
"20673",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",15,5,"General, applied and forensic sciences",15,23700,0,0
"20674",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",20,6,"Geography, earth and environmental studies",20,26600,0,0
"20675",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",80,8,"Health and social care",100,26600,20,0.25
"20676",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",35,8,"History and archaeology",35,24500,0,0
"20677",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",20,5,"Languages and area studies",15,23000,-5,-0.25
"20678",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",60,7,"Law",60,20400,0,0
"20679",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",15,3,"Materials and technology",5,-10000,-10,-0.666666666666667
"20680",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,5,"Mathematical sciences",10,-10000,0,0
"20681",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",35,8,"Media, journalism and communications",30,17500,-5,-0.142857142857143
"20682",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",75,4,"Medical sciences",100,35000,25,0.333333333333333
"20683",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",300,4,"Medicine and dentistry",230,54800,-70,-0.233333333333333
"20684",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",580,7,"Nursing and midwifery",515,31400,-65,-0.112068965517241
"20685",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",25,9,"Performing arts",25,19000,0,0
"20686",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",25,1,"Pharmacology, toxicology and pharmacy",45,33600,20,0.8
"20687",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,5,"Philosophy and religious studies",10,-10000,0,0
"20688",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,2,"Physics and astronomy",5,-10000,0,0
"20689",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",30,7,"Politics",20,25200,-10,-0.333333333333333
"20690",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",160,9,"Psychology",150,24100,-10,-0.0625
"20691",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",95,9,"Sociology, social policy and anthropology",80,22300,-15,-0.157894736842105
"20692",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",40,5,"Sport and exercise sciences",35,28100,-5,-0.125
"20693",10,"West Midlands","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,1,"Veterinary sciences",5,-10000,0,0
"20694",10,"West Midlands","INFORMATION AND COMMUNICATION",0,1,"Agriculture, food and related studies",NA,NA,NA,NA
"20695",10,"West Midlands","INFORMATION AND COMMUNICATION",0,2,"Allied health",0,-10000,0,NA
"20696",10,"West Midlands","INFORMATION AND COMMUNICATION",5,4,"Architecture, building and planning",0,-10000,-5,-1
"20697",10,"West Midlands","INFORMATION AND COMMUNICATION",15,5,"Biosciences",10,22300,-5,-0.333333333333333
"20698",10,"West Midlands","INFORMATION AND COMMUNICATION",110,10,"Business and management",85,44200,-25,-0.227272727272727
"20699",10,"West Midlands","INFORMATION AND COMMUNICATION",5,3,"Chemistry",5,-10000,0,0
"20700",10,"West Midlands","INFORMATION AND COMMUNICATION",180,11,"Computing",155,38300,-25,-0.138888888888889
"20701",10,"West Midlands","INFORMATION AND COMMUNICATION",65,6,"Creative arts and design",50,29200,-15,-0.230769230769231
"20702",10,"West Midlands","INFORMATION AND COMMUNICATION",10,3,"Economics",5,-10000,-5,-0.5
"20703",10,"West Midlands","INFORMATION AND COMMUNICATION",5,5,"Education and teaching",5,-10000,0,0
"20704",10,"West Midlands","INFORMATION AND COMMUNICATION",85,6,"Engineering",40,42300,-45,-0.529411764705882
"20705",10,"West Midlands","INFORMATION AND COMMUNICATION",45,7,"English studies",20,31400,-25,-0.555555555555556
"20706",10,"West Midlands","INFORMATION AND COMMUNICATION",0,1,"General, applied and forensic sciences",0,-10000,0,NA
"20707",10,"West Midlands","INFORMATION AND COMMUNICATION",15,3,"Geography, earth and environmental studies",10,-10000,-5,-0.333333333333333
"20708",10,"West Midlands","INFORMATION AND COMMUNICATION",5,2,"Health and social care",5,-10000,0,0
"20709",10,"West Midlands","INFORMATION AND COMMUNICATION",50,6,"History and archaeology",25,31800,-25,-0.5
"20710",10,"West Midlands","INFORMATION AND COMMUNICATION",30,5,"Languages and area studies",10,-10000,-20,-0.666666666666667
"20711",10,"West Midlands","INFORMATION AND COMMUNICATION",30,7,"Law",25,42700,-5,-0.166666666666667
"20712",10,"West Midlands","INFORMATION AND COMMUNICATION",30,3,"Materials and technology",10,-10000,-20,-0.666666666666667
"20713",10,"West Midlands","INFORMATION AND COMMUNICATION",30,6,"Mathematical sciences",20,44200,-10,-0.333333333333333
"20714",10,"West Midlands","INFORMATION AND COMMUNICATION",75,8,"Media, journalism and communications",30,29900,-45,-0.6
"20715",10,"West Midlands","INFORMATION AND COMMUNICATION",0,2,"Medical sciences",0,-10000,0,NA
"20716",10,"West Midlands","INFORMATION AND COMMUNICATION",0,1,"Nursing and midwifery",0,-10000,0,NA
"20717",10,"West Midlands","INFORMATION AND COMMUNICATION",25,8,"Performing arts",10,-10000,-15,-0.6
"20718",10,"West Midlands","INFORMATION AND COMMUNICATION",0,1,"Pharmacology, toxicology and pharmacy",0,-10000,0,NA
"20719",10,"West Midlands","INFORMATION AND COMMUNICATION",15,4,"Philosophy and religious studies",0,-10000,-15,-1
"20720",10,"West Midlands","INFORMATION AND COMMUNICATION",20,3,"Physics and astronomy",5,-10000,-15,-0.75
"20721",10,"West Midlands","INFORMATION AND COMMUNICATION",25,5,"Politics",5,-10000,-20,-0.8
"20722",10,"West Midlands","INFORMATION AND COMMUNICATION",20,6,"Psychology",15,32800,-5,-0.25
"20723",10,"West Midlands","INFORMATION AND COMMUNICATION",20,7,"Sociology, social policy and anthropology",15,24800,-5,-0.25
"20724",10,"West Midlands","INFORMATION AND COMMUNICATION",5,4,"Sport and exercise sciences",5,-10000,0,0
"20725",10,"West Midlands","MANUFACTURING",15,6,"Agriculture, food and related studies",10,27000,-5,-0.333333333333333
"20726",10,"West Midlands","MANUFACTURING",10,4,"Allied health",10,-10000,0,0
"20727",10,"West Midlands","MANUFACTURING",10,2,"Architecture, building and planning",20,35800,10,1
"20728",10,"West Midlands","MANUFACTURING",40,9,"Biosciences",30,35400,-10,-0.25
"20729",10,"West Midlands","MANUFACTURING",140,13,"Business and management",160,45600,20,0.142857142857143
"20730",10,"West Midlands","MANUFACTURING",20,4,"Chemistry",20,40000,0,0
"20731",10,"West Midlands","MANUFACTURING",55,11,"Computing",60,35400,5,0.0909090909090909
"20732",10,"West Midlands","MANUFACTURING",75,6,"Creative arts and design",80,25200,5,0.0666666666666667
"20733",10,"West Midlands","MANUFACTURING",5,4,"Economics",10,49100,5,1
"20734",10,"West Midlands","MANUFACTURING",15,5,"Education and teaching",10,-10000,-5,-0.333333333333333
"20735",10,"West Midlands","MANUFACTURING",220,8,"Engineering",220,47800,0,0
"20736",10,"West Midlands","MANUFACTURING",5,5,"English studies",20,25600,15,3
"20737",10,"West Midlands","MANUFACTURING",10,2,"General, applied and forensic sciences",10,-10000,0,0
"20738",10,"West Midlands","MANUFACTURING",10,4,"Geography, earth and environmental studies",15,47100,5,0.5
"20739",10,"West Midlands","MANUFACTURING",5,3,"Health and social care",5,-10000,0,0
"20740",10,"West Midlands","MANUFACTURING",15,4,"History and archaeology",15,38700,0,0
"20741",10,"West Midlands","MANUFACTURING",10,6,"Languages and area studies",10,26600,0,0
"20742",10,"West Midlands","MANUFACTURING",20,7,"Law",30,41200,10,0.5
"20743",10,"West Midlands","MANUFACTURING",20,3,"Materials and technology",20,45300,0,0
"20744",10,"West Midlands","MANUFACTURING",15,6,"Mathematical sciences",10,50400,-5,-0.333333333333333
"20745",10,"West Midlands","MANUFACTURING",15,6,"Media, journalism and communications",15,32500,0,0
"20746",10,"West Midlands","MANUFACTURING",5,3,"Nursing and midwifery",5,-10000,0,0
"20747",10,"West Midlands","MANUFACTURING",10,6,"Performing arts",10,21200,0,0
"20748",10,"West Midlands","MANUFACTURING",0,1,"Pharmacology, toxicology and pharmacy",0,-10000,0,NA
"20749",10,"West Midlands","MANUFACTURING",5,3,"Philosophy and religious studies",0,-10000,-5,-1
"20750",10,"West Midlands","MANUFACTURING",15,3,"Physics and astronomy",10,-10000,-5,-0.333333333333333
"20751",10,"West Midlands","MANUFACTURING",5,4,"Politics",10,-10000,5,1
"20752",10,"West Midlands","MANUFACTURING",15,6,"Psychology",20,25900,5,0.333333333333333
"20753",10,"West Midlands","MANUFACTURING",15,8,"Sociology, social policy and anthropology",15,31400,0,0
"20754",10,"West Midlands","MANUFACTURING",20,6,"Sport and exercise sciences",20,37600,0,0
"20755",10,"West Midlands","MANUFACTURING",5,1,"Veterinary sciences",5,-10000,0,0
"20756",10,"West Midlands","MINING AND QUARRYING",0,1,"Architecture, building and planning",0,-10000,0,NA
"20757",10,"West Midlands","MINING AND QUARRYING",5,4,"Business and management",0,-10000,-5,-1
"20758",10,"West Midlands","MINING AND QUARRYING",0,1,"Computing",NA,NA,NA,NA
"20759",10,"West Midlands","MINING AND QUARRYING",0,1,"Economics",NA,NA,NA,NA
"20760",10,"West Midlands","MINING AND QUARRYING",10,5,"Engineering",5,-10000,-5,-0.5
"20761",10,"West Midlands","MINING AND QUARRYING",0,1,"Geography, earth and environmental studies",0,-10000,0,NA
"20762",10,"West Midlands","MINING AND QUARRYING",0,1,"Law",0,-10000,0,NA
"20763",10,"West Midlands","MINING AND QUARRYING",0,1,"Materials and technology",NA,NA,NA,NA
"20764",10,"West Midlands","MINING AND QUARRYING",0,1,"Sport and exercise sciences",NA,NA,NA,NA
"20765",10,"West Midlands","OTHER SERVICE ACTIVITIES",10,3,"Agriculture, food and related studies",5,-10000,-5,-0.5
"20766",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,2,"Allied health",0,-10000,-5,-1
"20767",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,3,"Architecture, building and planning",10,-10000,5,1
"20768",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,4,"Biosciences",5,-10000,0,0
"20769",10,"West Midlands","OTHER SERVICE ACTIVITIES",40,9,"Business and management",20,17900,-20,-0.5
"20770",10,"West Midlands","OTHER SERVICE ACTIVITIES",0,1,"Chemistry",0,-10000,0,NA
"20771",10,"West Midlands","OTHER SERVICE ACTIVITIES",10,6,"Computing",10,-10000,0,0
"20772",10,"West Midlands","OTHER SERVICE ACTIVITIES",15,5,"Creative arts and design",15,21500,0,0
"20773",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,4,"Economics",5,-10000,0,0
"20774",10,"West Midlands","OTHER SERVICE ACTIVITIES",10,5,"Education and teaching",10,15300,0,0
"20775",10,"West Midlands","OTHER SERVICE ACTIVITIES",10,4,"Engineering",10,-10000,0,0
"20776",10,"West Midlands","OTHER SERVICE ACTIVITIES",10,5,"English studies",10,23900,0,0
"20777",10,"West Midlands","OTHER SERVICE ACTIVITIES",0,1,"General, applied and forensic sciences",0,-10000,0,NA
"20778",10,"West Midlands","OTHER SERVICE ACTIVITIES",10,4,"Geography, earth and environmental studies",5,-10000,-5,-0.5
"20779",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,4,"Health and social care",5,-10000,0,0
"20780",10,"West Midlands","OTHER SERVICE ACTIVITIES",20,6,"History and archaeology",10,-10000,-10,-0.5
"20781",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,4,"Languages and area studies",5,-10000,0,0
"20782",10,"West Midlands","OTHER SERVICE ACTIVITIES",10,6,"Law",10,26600,0,0
"20783",10,"West Midlands","OTHER SERVICE ACTIVITIES",0,1,"Materials and technology",0,-10000,0,NA
"20784",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,4,"Mathematical sciences",0,-10000,-5,-1
"20785",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,6,"Media, journalism and communications",10,-10000,5,1
"20786",10,"West Midlands","OTHER SERVICE ACTIVITIES",0,1,"Medical sciences",0,-10000,0,NA
