"","X","sex.x","subject_name.x","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"19306",19306,"F","Pharmacology, toxicology and pharmacy",3,"EDUCATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1528,"Level 7 (taught)"
"19307",19307,"F","Pharmacology, toxicology and pharmacy",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"EDUCATION",134,"Level 7 (taught)"
"19308",19308,"F","Pharmacology, toxicology and pharmacy",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1883,"Level 7 (taught)"
"19309",19309,"F","Pharmacology, toxicology and pharmacy",3,"OTHER SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",423,"Level 7 (taught)"
"19310",19310,"F","Pharmacology, toxicology and pharmacy",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",1452,"Level 7 (taught)"
"19311",19311,"F","Philosophy and religious studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",787,"Level 7 (taught)"
"19312",19312,"F","Philosophy and religious studies",3,"MANUFACTURING",5,"MANUFACTURING",433,"Level 7 (taught)"
"19313",19313,"F","Philosophy and religious studies",3,"OTHER SERVICE ACTIVITIES",5,"EDUCATION",1153,"Level 7 (taught)"
"19314",19314,"F","Philosophy and religious studies",3,"TRANSPORTATION AND STORAGE",5,"TRANSPORTATION AND STORAGE",2216,"Level 7 (taught)"
"19315",19315,"F","Physics and astronomy",3,"EDUCATION",5,"EDUCATION",3358,"Level 7 (taught)"
"19316",19316,"F","Physics and astronomy",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",2411,"Level 7 (taught)"
"19317",19317,"F","Politics",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",815,"Level 7 (taught)"
"19318",19318,"F","Politics",3,"EDUCATION",5,"INFORMATION AND COMMUNICATION",1155,"Level 7 (taught)"
"19319",19319,"F","Politics",3,"EDUCATION",5,"OTHER SERVICE ACTIVITIES",583,"Level 7 (taught)"
"19320",19320,"F","Politics",3,"EDUCATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2300,"Level 7 (taught)"
"19321",19321,"F","Politics",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",1306,"Level 7 (taught)"
"19322",19322,"F","Politics",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",603,"Level 7 (taught)"
"19323",19323,"F","Politics",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",589,"Level 7 (taught)"
"19324",19324,"F","Politics",3,"INFORMATION AND COMMUNICATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",304,"Level 7 (taught)"
"19325",19325,"F","Politics",3,"MANUFACTURING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1800,"Level 7 (taught)"
"19326",19326,"F","Politics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",3326,"Level 7 (taught)"
"19327",19327,"F","Politics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",826,"Level 7 (taught)"
"19328",19328,"F","Politics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",731,"Level 7 (taught)"
"19329",19329,"F","Politics",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",2695,"Level 7 (taught)"
"19330",19330,"F","Politics",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"FINANCIAL AND INSURANCE ACTIVITIES",2181,"Level 7 (taught)"
"19331",19331,"F","Psychology",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",852,"Level 7 (taught)"
"19332",19332,"F","Psychology",3,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",5,"ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",3332,"Level 7 (taught)"
"19333",19333,"F","Psychology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1531,"Level 7 (taught)"
"19334",19334,"F","Psychology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"CONSTRUCTION",2043,"Level 7 (taught)"
"19335",19335,"F","Psychology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",109,"Level 7 (taught)"
"19336",19336,"F","Psychology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",288,"Level 7 (taught)"
"19337",19337,"F","Psychology",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",38,"Level 7 (taught)"
"19338",19338,"F","Psychology",3,"EDUCATION",5,"INFORMATION AND COMMUNICATION",331,"Level 7 (taught)"
"19339",19339,"F","Psychology",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",677,"Level 7 (taught)"
"19340",19340,"F","Psychology",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",906,"Level 7 (taught)"
"19341",19341,"F","Psychology",3,"INFORMATION AND COMMUNICATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1690,"Level 7 (taught)"
"19342",19342,"F","Psychology",3,"INFORMATION AND COMMUNICATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2361,"Level 7 (taught)"
"19343",19343,"F","Psychology",3,"OTHER SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",2420,"Level 7 (taught)"
"19344",19344,"F","Psychology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2466,"Level 7 (taught)"
"19345",19345,"F","Psychology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",2509,"Level 7 (taught)"
"19346",19346,"F","Psychology",3,"REAL ESTATE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",265,"Level 7 (taught)"
"19347",19347,"F","Psychology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",4,"Level 7 (taught)"
"19348",19348,"F","Psychology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"INFORMATION AND COMMUNICATION",219,"Level 7 (taught)"
"19349",19349,"F","Sociology, social policy and anthropology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",686,"Level 7 (taught)"
"19350",19350,"F","Sociology, social policy and anthropology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3061,"Level 7 (taught)"
"19351",19351,"F","Sociology, social policy and anthropology",3,"EDUCATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1192,"Level 7 (taught)"
"19352",19352,"F","Sociology, social policy and anthropology",3,"EDUCATION",5,"INFORMATION AND COMMUNICATION",552,"Level 7 (taught)"
"19353",19353,"F","Sociology, social policy and anthropology",3,"EDUCATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",12,"Level 7 (taught)"
"19354",19354,"F","Sociology, social policy and anthropology",3,"MANUFACTURING",5,"EDUCATION",1060,"Level 7 (taught)"
"19355",19355,"F","Sociology, social policy and anthropology",3,"OTHER SERVICE ACTIVITIES",5,"EDUCATION",466,"Level 7 (taught)"
"19356",19356,"F","Sociology, social policy and anthropology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2940,"Level 7 (taught)"
"19357",19357,"F","Sociology, social policy and anthropology",3,"REAL ESTATE ACTIVITIES",5,"EDUCATION",815,"Level 7 (taught)"
"19358",19358,"F","Sociology, social policy and anthropology",3,"REAL ESTATE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",349,"Level 7 (taught)"
"19359",19359,"F","Sociology, social policy and anthropology",3,"REAL ESTATE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",2544,"Level 7 (taught)"
"19360",19360,"F","Sociology, social policy and anthropology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"OTHER SERVICE ACTIVITIES",2125,"Level 7 (taught)"
"19361",19361,"F","Sport and exercise sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",579,"Level 7 (taught)"
"19362",19362,"F","Sport and exercise sciences",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",1571,"Level 7 (taught)"
"19363",19363,"F","Sport and exercise sciences",3,"MANUFACTURING",5,"MANUFACTURING",1180,"Level 7 (taught)"
"19364",19364,"F","Sport and exercise sciences",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",415,"Level 7 (taught)"
"19365",19365,"F","Sport and exercise sciences",3,"TRANSPORTATION AND STORAGE",5,"TRANSPORTATION AND STORAGE",1593,"Level 7 (taught)"
"19366",19366,"F","Veterinary sciences",3,"OTHER SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",1324,"Level 7 (taught)"
"19367",19367,"F","Veterinary sciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",800,"Level 7 (taught)"
"19368",19368,"M","Agriculture, food and related studies",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",2324,"Level 7 (taught)"
"19369",19369,"M","Agriculture, food and related studies",3,"INFORMATION AND COMMUNICATION",5,"INFORMATION AND COMMUNICATION",1761,"Level 7 (taught)"
"19370",19370,"M","Agriculture, food and related studies",3,"OTHER SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",2190,"Level 7 (taught)"
"19371",19371,"M","Allied health",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",729,"Level 7 (taught)"
"19372",19372,"M","Allied health",3,"MANUFACTURING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1652,"Level 7 (taught)"
"19373",19373,"M","Allied health",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",3272,"Level 7 (taught)"
"19374",19374,"M","Allied health",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"EDUCATION",949,"Level 7 (taught)"
"19375",19375,"M","Allied health",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3159,"Level 7 (taught)"
"19376",19376,"M","Allied health",3,"REAL ESTATE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",2456,"Level 7 (taught)"
"19377",19377,"M","Architecture, building and planning",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3523,"Level 7 (taught)"
"19378",19378,"M","Architecture, building and planning",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",501,"Level 7 (taught)"
"19379",19379,"M","Architecture, building and planning",3,"CONSTRUCTION",5,"MANUFACTURING",850,"Level 7 (taught)"
"19380",19380,"M","Architecture, building and planning",3,"EDUCATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1171,"Level 7 (taught)"
"19381",19381,"M","Architecture, building and planning",3,"EDUCATION",5,"OTHER SERVICE ACTIVITIES",250,"Level 7 (taught)"
"19382",19382,"M","Architecture, building and planning",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"CONSTRUCTION",1378,"Level 7 (taught)"
"19383",19383,"M","Architecture, building and planning",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1829,"Level 7 (taught)"
"19384",19384,"M","Architecture, building and planning",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",113,"Level 7 (taught)"
"19385",19385,"M","Architecture, building and planning",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",977,"Level 7 (taught)"
"19386",19386,"M","Architecture, building and planning",3,"MANUFACTURING",5,"CONSTRUCTION",1927,"Level 7 (taught)"
"19387",19387,"M","Architecture, building and planning",3,"OTHER SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1255,"Level 7 (taught)"
"19388",19388,"M","Architecture, building and planning",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"REAL ESTATE ACTIVITIES",2527,"Level 7 (taught)"
"19389",19389,"M","Architecture, building and planning",3,"REAL ESTATE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1310,"Level 7 (taught)"
"19390",19390,"M","Architecture, building and planning",3,"REAL ESTATE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",927,"Level 7 (taught)"
"19391",19391,"M","Biosciences",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3084,"Level 7 (taught)"
"19392",19392,"M","Biosciences",3,"MANUFACTURING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",63,"Level 7 (taught)"
"19393",19393,"M","Biosciences",3,"MANUFACTURING",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",875,"Level 7 (taught)"
"19394",19394,"M","Biosciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",1090,"Level 7 (taught)"
"19395",19395,"M","Biosciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",648,"Level 7 (taught)"
"19396",19396,"M","Biosciences",3,"TRANSPORTATION AND STORAGE",5,"TRANSPORTATION AND STORAGE",367,"Level 7 (taught)"
"19397",19397,"M","Business and management",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",2192,"Level 7 (taught)"
"19398",19398,"M","Business and management",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",1008,"Level 7 (taught)"
"19399",19399,"M","Business and management",3,"CONSTRUCTION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1578,"Level 7 (taught)"
"19400",19400,"M","Business and management",3,"EDUCATION",5,"ARTS, ENTERTAINMENT AND RECREATION",2108,"Level 7 (taught)"
"19401",19401,"M","Business and management",3,"EDUCATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",1418,"Level 7 (taught)"
"19402",19402,"M","Business and management",3,"EDUCATION",5,"MANUFACTURING",762,"Level 7 (taught)"
"19403",19403,"M","Business and management",3,"EDUCATION",5,"OTHER SERVICE ACTIVITIES",1642,"Level 7 (taught)"
"19404",19404,"M","Business and management",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",763,"Level 7 (taught)"
"19405",19405,"M","Business and management",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"CONSTRUCTION",220,"Level 7 (taught)"
"19406",19406,"M","Business and management",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",169,"Level 7 (taught)"
"19407",19407,"M","Business and management",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",104,"Level 7 (taught)"
"19408",19408,"M","Business and management",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"INFORMATION AND COMMUNICATION",1267,"Level 7 (taught)"
"19409",19409,"M","Business and management",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",3605,"Level 7 (taught)"
"19410",19410,"M","Business and management",3,"INFORMATION AND COMMUNICATION",5,"EDUCATION",69,"Level 7 (taught)"
"19411",19411,"M","Business and management",3,"INFORMATION AND COMMUNICATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1090,"Level 7 (taught)"
"19412",19412,"M","Business and management",3,"MANUFACTURING",5,"ARTS, ENTERTAINMENT AND RECREATION",1903,"Level 7 (taught)"
"19413",19413,"M","Business and management",3,"MANUFACTURING",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",39,"Level 7 (taught)"
"19414",19414,"M","Business and management",3,"MANUFACTURING",5,"INFORMATION AND COMMUNICATION",1414,"Level 7 (taught)"
"19415",19415,"M","Business and management",3,"OTHER SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",309,"Level 7 (taught)"
"19416",19416,"M","Business and management",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",588,"Level 7 (taught)"
"19417",19417,"M","Business and management",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"EDUCATION",946,"Level 7 (taught)"
"19418",19418,"M","Business and management",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"INFORMATION AND COMMUNICATION",1534,"Level 7 (taught)"
"19419",19419,"M","Business and management",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"MANUFACTURING",1035,"Level 7 (taught)"
"19420",19420,"M","Business and management",3,"REAL ESTATE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",627,"Level 7 (taught)"
"19421",19421,"M","Business and management",3,"REAL ESTATE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1038,"Level 7 (taught)"
"19422",19422,"M","Business and management",3,"TRANSPORTATION AND STORAGE",5,"EDUCATION",541,"Level 7 (taught)"
"19423",19423,"M","Business and management",3,"TRANSPORTATION AND STORAGE",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",2476,"Level 7 (taught)"
"19424",19424,"M","Chemistry",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",899,"Level 7 (taught)"
"19425",19425,"M","Chemistry",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1599,"Level 7 (taught)"
"19426",19426,"M","Combined and general studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",268,"Level 7 (taught)"
"19427",19427,"M","Combined and general studies",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1377,"Level 7 (taught)"
"19428",19428,"M","Combined and general studies",3,"OTHER SERVICE ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",432,"Level 7 (taught)"
"19429",19429,"M","Combined and general studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",423,"Level 7 (taught)"
"19430",19430,"M","Computing",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",53,"Level 7 (taught)"
"19431",19431,"M","Computing",3,"ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES",5,"ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES",1529,"Level 7 (taught)"
"19432",19432,"M","Computing",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"EDUCATION",2129,"Level 7 (taught)"
"19433",19433,"M","Computing",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1538,"Level 7 (taught)"
"19434",19434,"M","Computing",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1876,"Level 7 (taught)"
"19435",19435,"M","Computing",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",1136,"Level 7 (taught)"
"19436",19436,"M","Computing",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"INFORMATION AND COMMUNICATION",88,"Level 7 (taught)"
"19437",19437,"M","Computing",3,"EDUCATION",5,"INFORMATION AND COMMUNICATION",154,"Level 7 (taught)"
"19438",19438,"M","Computing",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"TRANSPORTATION AND STORAGE",3066,"Level 7 (taught)"
"19439",19439,"M","Computing",3,"MANUFACTURING",5,"INFORMATION AND COMMUNICATION",2222,"Level 7 (taught)"
"19440",19440,"M","Computing",3,"TRANSPORTATION AND STORAGE",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2037,"Level 7 (taught)"
"19441",19441,"M","Computing",3,"TRANSPORTATION AND STORAGE",5,"INFORMATION AND COMMUNICATION",1565,"Level 7 (taught)"
"19442",19442,"M","Computing",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",76,"Level 7 (taught)"
"19443",19443,"M","Computing",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1105,"Level 7 (taught)"
"19444",19444,"M","Computing",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1010,"Level 7 (taught)"
"19445",19445,"M","Creative arts and design",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",455,"Level 7 (taught)"
"19446",19446,"M","Creative arts and design",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"MANUFACTURING",2161,"Level 7 (taught)"
"19447",19447,"M","Creative arts and design",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1183,"Level 7 (taught)"
"19448",19448,"M","Creative arts and design",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"INFORMATION AND COMMUNICATION",1568,"Level 7 (taught)"
"19449",19449,"M","Creative arts and design",3,"EDUCATION",5,"INFORMATION AND COMMUNICATION",496,"Level 7 (taught)"
"19450",19450,"M","Creative arts and design",3,"INFORMATION AND COMMUNICATION",5,"OTHER SERVICE ACTIVITIES",749,"Level 7 (taught)"
"19451",19451,"M","Creative arts and design",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1472,"Level 7 (taught)"
"19452",19452,"M","Creative arts and design",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",969,"Level 7 (taught)"
"19453",19453,"M","Creative arts and design",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",1426,"Level 7 (taught)"
"19454",19454,"M","Creative arts and design",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2730,"Level 7 (taught)"
"19455",19455,"M","Creative arts and design",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",109,"Level 7 (taught)"
"19456",19456,"M","Creative arts and design",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"EDUCATION",860,"Level 7 (taught)"
"19457",19457,"M","Creative arts and design",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"INFORMATION AND COMMUNICATION",1064,"Level 7 (taught)"
"19458",19458,"M","Creative arts and design",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"TRANSPORTATION AND STORAGE",838,"Level 7 (taught)"
"19459",19459,"M","Economics",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",275,"Level 7 (taught)"
"19460",19460,"M","Economics",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",1159,"Level 7 (taught)"
